trade_id,ticker,company_name,exchange,sector,trade_date,open_price_inr,high_price_inr,low_price_inr,close_price_inr,prev_close_inr,volume,market_cap_cr,pe_ratio,pb_ratio,dividend_yield,beta,52w_high_inr,52w_low_inr,nifty50_weight,portfolio,analyst_rating,shares_held,purchase_price_inr,currency
IN004195,HINDUNILVR,Hindustan Unilever,NSE,FMCG,03-02-2020,2531.5,2617.66,2477.29,2543.15,2526.14,1495058,870098.1,52.89,12.9,2.856,1.325,2709.81,2192.26,5.1,SECTORAL_PORTFOLIO,HOLD,182,2728.5,INR
IN004204,HINDUNILVR,Hindustan Unilever,NSE,FMCG,03-02-2020,2397.38,2441.56,2203.64,2397.38,2353.5,3168370,1300471.84,72.38,12.43,2.648,1.459,3277.38,1611.95,1.2,NIFTY50_PORTFOLIO,BUY,574,3066.21,INR
IN003205,KOTAKBANK,Kotak Mahindra Bank,NSE,FINANCE,03-02-2020,1747.49,1832.23,1707.81,1818.8,1886.24,3469886,408820.33,21.27,7.06,0.872,1.505,1928.34,1099.89,5.1,MIDCAP_PORTFOLIO,BUY,963,1464.41,INR
IN003234,KOTAKBANK,Kotak Mahindra Bank,NSE,FINANCE,03-02-2020,1837.43,1854.53,1725.09,1734.24,1757.85,3011820,1692775.01,47.04,14.17,2.214,1.2315,2436.66,1655.6,0.5,SECTORAL_PORTFOLIO,BUY,212,1521.82,INR
IN003250,KOTAKBANK,Kotak Mahindra Bank,NSE,FINANCE,03-02-2020,1721.25,1768.78,1656.21,1721.25,1750.59,3450013,1249952.37,51.39,11.35,3.315,1.725,1916.49,1419.57,1.2,SECTORAL_PORTFOLIO,SELL,932,1575.69,INR
IN003266,KOTAKBANK,Kotak Mahindra Bank,NSE,FINANCE,03-02-2020,1790.84,1795.29,1699.48,1704.2,1684.72,1786192,1580690.97,76.6,1.08,3.436,1.117,2442.24,1181.15,2.3,SECTORAL_PORTFOLIO,BUY,175,1671.73,INR
IN003432,KOTAKBANK,Kotak Mahindra Bank,NSE,FINANCE,03-02-2020,1756.06,1866.37,1736.2,1821.97,1858.88,2248568,1293361.3,48.31,6.03,1.513,0.955,1941.56,1666.76,0,SECTORAL_PORTFOLIO,BUY,904,1872.31,INR
IN003550,KOTAKBANK,Kotak Mahindra Bank,NSE,FINANCE,03-02-2020,1741.6,1844.58,1699.76,1831.24,1768.9,4670534,1645080.01,19.29,13.06,2.362,1.2315,2076.04,1092.12,2.3,SECTORAL_PORTFOLIO,BUY,680,1811.13,INR
IN003577,KOTAKBANK,Kotak Mahindra Bank,NSE,FINANCE,03-02-2020,1817.8,1879.85,1775.72,1869.82,1858.89,4795049,416011.73,71.14,6.86,0.817,1.648,2432.88,1191.39,5.1,MIDCAP_PORTFOLIO,BUY,1327,1575.59,INR
IN003916,KOTAKBANK,Kotak Mahindra Bank,NSE,FINANCE,03-02-2020,1798.54,1892.55,1769.54,1879.98,1833.91,2824831,1522060.16,20.08,5.76,3.795,1.588,2230.61,1272.75,5.1,NIFTY50_PORTFOLIO,HOLD,1163,1823.45,INR
IN003917,KOTAKBANK,Kotak Mahindra Bank,NSE,FINANCE,03-02-2020,1851.17,1906.39,1719.5,1761.57,1747.44,4066701,615403.75,74.15,3.06,2.118,1.2315,2177.25,1491.78,5.1,SECTORAL_PORTFOLIO,SELL,1348,1488.49,INR
IN003978,KOTAKBANK,Kotak Mahindra Bank,NSE,FINANCE,03-02-2020,1797.39,1797.46,1766.17,1781.63,1728.35,2824831,1031550.62,26.17,2.22,2.616,1.066,2381.11,1318.13,5.1,SECTORAL_PORTFOLIO,BUY,1089,1474.56,INR
IN004013,KOTAKBANK,Kotak Mahindra Bank,NSE,FINANCE,03-02-2020,1712.04,1736.35,1696.93,1724,1753.99,2026577,678158.94,31.82,13.57,2.823,1.067,2439.9,1380.96,0.5,NIFTY50_PORTFOLIO,BUY,1986,1486.5,INR
IN004014,KOTAKBANK,Kotak Mahindra Bank,NSE,FINANCE,03-02-2020,1808.75,1823.01,1743.57,1765.95,1835.54,472192,1511259.31,15.1,3.52,2.332,1.799,2487.59,1245.01,0.5,MIDCAP_PORTFOLIO,BUY,874,1960.52,INR
IN004089,KOTAKBANK,Kotak Mahindra Bank,NSE,FINANCE,03-02-2020,1815.78,1970.74,1801.47,1938.28,1938.12,273819,817941.83,34.85,1.75,1.981,1.2315,2490.59,1224.21,3.5,SECTORAL_PORTFOLIO,SELL,1973,1491.17,INR
IN002267,NESTLEIND,Nestle India,BSE,FMCG,03-02-2020,22298.39,23316.38,21788.61,22868.57,22309.88,2155320,9555629.03,18.43,13.19,0.574,1.184,30043.87,19973.42,5.1,MIDCAP_PORTFOLIO,BUY,496,21855.81,INR
IN002274,NESTLEIND,Nestle India,BSE,FMCG,03-02-2020,21201.52,22219.29,20765.52,21898.18,21368.67,996515,7668375.75,20.08,6.85,1.93,1.221,29055.46,20362.02,0,SECTORAL_PORTFOLIO,BUY,80,23317.37,INR
IN002613,POWERGRID,Power Grid Corporation,BSE,UTILITIES,03-02-2020,243.59,253.25,241.22,251.16,259.68,793206,61622.72,50.43,13.25,3.607,1.96,278.68,230.36,2.3,NIFTY50_PORTFOLIO,BUY,1002,233.89,INR
IN002628,POWERGRID,Power Grid Corporation,BSE,UTILITIES,03-02-2020,246.12,252.93,241.17,247.81,238.09,2809897,47927.92,18.79,10.68,1.903,1.457,300.29,195.45,5.1,NIFTY50_PORTFOLIO,SELL,796,257.68,INR
IN002648,POWERGRID,Power Grid Corporation,BSE,UTILITIES,03-02-2020,254.11,257.16,246.47,252.31,258.78,3200491,135070.17,10.2,8.885,1.994,0.982,340.64,189.68,2.3,NIFTY50_PORTFOLIO,BUY,1737,225.31,INR
IN004619,HDFCBANK,HDFC Bank,NSE,FINANCE,04-02-2020,1656.76,1814.84,1633.68,1772.5,1714.3,559198,719449.41,15.57,9.72,0.099,0.752,1858.11,1103.89,2.3,NIFTY50_PORTFOLIO,BUY,759,1255.81,INR
IN004629,HDFCBANK,HDFC Bank,NSE,FINANCE,04-02-2020,1625.9,1659.97,1617.3,1638.79,1598.55,2613238,798950.83,38.91,14.31,0.577,1.394,1731.42,1519.93,0.5,MIDCAP_PORTFOLIO,HOLD,1900,1557.25,INR
IN004638,HDFCBANK,HDFC Bank,NSE,FINANCE,04-02-2020,1628.84,1737.79,1619.14,1694.13,1638.28,4700837,1206720.84,65.31,1.39,3.616,1.57,1750.04,1096.81,0,NIFTY50_PORTFOLIO,BUY,1988,1765.67,INR
IN004662,HDFCBANK,HDFC Bank,NSE,FINANCE,04-02-2020,1677.51,1717.18,1645.36,1684.85,1637.02,2576491,1539580.65,60.31,1.94,1.979,0.6,1795.42,1093.9,5.1,NIFTY50_PORTFOLIO,BUY,283,1654.22,INR
IN004684,HDFCBANK,HDFC Bank,NSE,FINANCE,04-02-2020,1611.39,1615.63,1515.8,1521.13,1504.14,2120778,242191.91,41.99,4.04,3.677,0.58,2172.99,1218.41,5.1,SECTORAL_PORTFOLIO,BUY,1497,1742.83,INR
IN004754,HDFCBANK,HDFC Bank,NSE,FINANCE,04-02-2020,1642.13,1643.67,1622.4,1631.19,1634.83,1217323,675475.79,15.98,4.47,3.3,0.742,1980.83,1400.8,0.5,SECTORAL_PORTFOLIO,BUY,1483,1334.03,INR
IN004758,HDFCBANK,HDFC Bank,NSE,FINANCE,04-02-2020,1663.66,1723.07,1624.05,1698.02,1698.84,897696,508188.51,51.65,8.63,2.642,1.725,1986.72,1219.58,5.1,NIFTY50_PORTFOLIO,BUY,1925,1380.92,INR
IN003270,TCS,Tata Consultancy Services,NSE,TECHNOLOGY,04-02-2020,3588.82,3679.61,3540.18,3542.16,3494.64,2323717,2516824.72,49.1,8.7,3.246,1.218,4739.06,2647,0.5,SECTORAL_PORTFOLIO,BUY,1380,3825.76,INR
IN002958,SUNPHARMA,Sun Pharmaceutical,BSE,PHARMACEUTICALS,06-02-2020,1246.65,1247.14,1230.83,1246.39,1288.69,4242236,91888.38,12.56,5.93,0.723,1.031,1458.06,765.95,3.5,MIDCAP_PORTFOLIO,BUY,1587,1184.46,INR
IN002995,SUNPHARMA,Sun Pharmaceutical,BSE,PHARMACEUTICALS,06-02-2020,1140.15,1189.74,1114.18,1159.46,1188.33,2905442,1153243.96,9.65,13.89,2.373,1.139,1518.41,978.66,1.2,MIDCAP_PORTFOLIO,BUY,1697,1448.23,INR
IN000660,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,07-02-2020,1537.5,1633.27,1517.91,1609.11,1552.57,207422,1000933.17,54.55,9.98,1.444,0.61,1609.11,1282.44,1.2,SECTORAL_PORTFOLIO,BUY,667,1417.89,INR
IN000026,RELIANCE,Reliance Industries,NSE,ENERGY,07-02-2020,2158.42,2175.98,2157.34,2166.51,2182.81,3300241,1755632.63,31.56,1.39,2.134,1.558,2863.53,1728.89,0.5,SECTORAL_PORTFOLIO,SELL,836,2515.6,INR
IN000100,RELIANCE,Reliance Industries,NSE,ENERGY,07-02-2020,2250.43,2382.98,2219.01,2333.69,2403.84,150041,2124627.23,20.02,6.07,2.761,0.91,2546.03,2032.72,3.5,MIDCAP_PORTFOLIO,BUY,1641,2395.1,INR
IN000105,RELIANCE,Reliance Industries,NSE,ENERGY,07-02-2020,2099.97,2288.51,2065.2,2242.83,2239.47,1292538,141072.16,41.16,4.67,3.371,1.74,2560.55,1648.93,3.5,NIFTY50_PORTFOLIO,BUY,1196,1905.18,INR
IN000115,RELIANCE,Reliance Industries,NSE,ENERGY,07-02-2020,2100.7,2118.37,1968.14,2007.96,2006.34,266006,928225.78,58.32,1.61,2.941,1.042,2383.3,1928.2,5.1,SECTORAL_PORTFOLIO,HOLD,632,1993.09,INR
IN002161,AXISBANK,Axis Bank,BSE,FINANCE,09-02-2020,1059.67,1082.74,1014.36,1036.85,1061.53,101376,871925.48,34.59,8.26,1.791,1.259,1311.02,674.56,3.5,NIFTY50_PORTFOLIO,HOLD,1423,900.89,INR
IN002195,AXISBANK,Axis Bank,BSE,FINANCE,09-02-2020,1058.69,1132.2,1051.07,1128.24,1145.24,1886541,582976.2,65.66,7.24,3.225,1.336,1514.22,847.75,0.5,MIDCAP_PORTFOLIO,BUY,431,1060.21,INR
IN002217,AXISBANK,Axis Bank,BSE,FINANCE,09-02-2020,1101.55,1154.68,1074.89,1139.45,1119.95,1017174,1073978.63,14.02,9.98,0.746,1.94,1238.83,770.18,1.2,MIDCAP_PORTFOLIO,BUY,668,1224.19,INR
IN002102,BHARTIARTL,Bharti Airtel,NSE,TELECOMMUNICATION,09-02-2020,900.87,912.61,824.46,838.36,846.7,1373173,178645.91,57.37,14.46,3.224,1.835,1092.61,819.59,1.2,MIDCAP_PORTFOLIO,BUY,1231,781.85,INR
IN002137,BHARTIARTL,Bharti Airtel,NSE,TELECOMMUNICATION,09-02-2020,906.32,910.46,877.6,900.67,908.37,280876,423565.99,66.69,4.4,2.056,0.563,1199.76,541.65,0,MIDCAP_PORTFOLIO,HOLD,1039,1012.13,INR
IN002168,BHARTIARTL,Bharti Airtel,NSE,TELECOMMUNICATION,09-02-2020,857.92,879.47,797.48,813.63,834.29,2162502,235774.61,11.78,3.82,0.327,1.465,1173.05,702.67,2.3,SECTORAL_PORTFOLIO,BUY,785,735.89,INR
IN002246,BHARTIARTL,Bharti Airtel,NSE,TELECOMMUNICATION,09-02-2020,879.4,892.4,828.17,852.81,883.82,866861,637280.31,60.48,1.25,3.779,0.552,971.1,704.67,1.2,SECTORAL_PORTFOLIO,BUY,1370,873.69,INR
IN004361,HINDUNILVR,Hindustan Unilever,NSE,FMCG,09-02-2020,2583.06,2586.21,2466.75,2505.37,2574,1011091,1942886.73,35.22,10.47,2.084,1.721,2801.51,1956.97,5.1,SECTORAL_PORTFOLIO,SELL,598,2005.27,INR
IN004527,HINDUNILVR,Hindustan Unilever,NSE,FMCG,09-02-2020,2471.29,2592.74,2455.69,2535.27,2490.99,2446526,1010223.21,47.31,13.37,2.588,1.443,3059.58,1839.07,0,NIFTY50_PORTFOLIO,BUY,1636,2788.55,INR
IN004534,HINDUNILVR,Hindustan Unilever,NSE,FMCG,09-02-2020,2415.63,2461.24,2248.27,2248.44,2254.19,2631493,173566.98,8.87,7.85,2.071,1.272,3014.03,2248.44,2.3,SECTORAL_PORTFOLIO,BUY,848,2877.55,INR
IN004605,AXISBANK,Axis Bank,BSE,FINANCE,10-02-2020,1090.67,1137.87,1062.8,1107.69,1135.23,2504264,742666.33,17.25,13.28,3.858,1.993,1486.04,869.68,0.5,SECTORAL_PORTFOLIO,BUY,788,1369.35,INR
IN004624,AXISBANK,Axis Bank,BSE,FINANCE,10-02-2020,1089.57,1101.87,999.89,1028.62,1050.84,2593239,467605.44,33.49,10.51,0.285,1.456,1256.13,998,1.2,NIFTY50_PORTFOLIO,BUY,1253,1239.37,INR
IN003711,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,10-02-2020,1525.85,1566.46,1391.81,1429.29,1409.37,4485638,1288075.78,14.63,9.94,0.333,0.555,1765.93,1162.58,5.1,NIFTY50_PORTFOLIO,BUY,847,1134.16,INR
IN004426,POWERGRID,Power Grid Corporation,BSE,UTILITIES,10-02-2020,250.68,257.48,248.05,250.68,254.55,1141989,63428.13,74.33,10.13,3.696,1.054,288.31,215.62,1.2,MIDCAP_PORTFOLIO,BUY,586,312.48,INR
IN000248,SUNPHARMA,Sun Pharmaceutical,BSE,PHARMACEUTICALS,10-02-2020,1153.21,1243.36,1144.61,1220.7,1193.94,4082744,1084671.83,49.04,5.27,1.791,1.095,1489.67,991.46,1.2,NIFTY50_PORTFOLIO,HOLD,745,1098.76,INR
IN000273,SUNPHARMA,Sun Pharmaceutical,BSE,PHARMACEUTICALS,10-02-2020,1254.42,1299.967927,1193.95,1193.95,1197.23,2658789,611604.57,31.9,3.85,1.149,1.157,1483.94,1018.76,1.2,SECTORAL_PORTFOLIO,BUY,237,1380.75,INR
IN000274,SUNPHARMA,Sun Pharmaceutical,BSE,PHARMACEUTICALS,10-02-2020,1245.79,1275.44,1207.36,1226.94,1262.88,2616174,467644.39,65.08,10.52,3.144,0.82,1645.15,1054.17,1.2,NIFTY50_PORTFOLIO,BUY,1907,1179.16,INR
IN000280,SUNPHARMA,Sun Pharmaceutical,BSE,PHARMACEUTICALS,10-02-2020,1151.39,1158.83,1086.61,1092.83,1111.05,4603353,932264.87,76.98,8.72,2.2445,0.673,1441.33,933.88,0,NIFTY50_PORTFOLIO,HOLD,1604,1444.73,INR
IN001560,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,11-02-2020,1484.8,1575.04,1440.43,1551.42,1609.19,1809069,612118.47,21.9,12.21,1.132,1.018,1693.99,1361.65,3.5,NIFTY50_PORTFOLIO,BUY,1554,1460.84,INR
IN001598,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,11-02-2020,1431.41,1455.75,1360.58,1392.4,1401.48,1415750,1151395.22,41.4,1.99,3.064,1.453,1721.81,930.69,0.5,NIFTY50_PORTFOLIO,HOLD,1356,1863.72,INR
IN001674,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,11-02-2020,1531.9,1575.58,1518.76,1547.89,1510.94,4614606,1143161.96,77.72,11.41,1.836,1.458,1973.85,1373.45,3.5,SECTORAL_PORTFOLIO,HOLD,102,1541.44,INR
IN001690,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,11-02-2020,1506.82,1621.69,1470.03,1605.74,1572.56,391200,449117.55,12.69,10.76,2.021,1.507,1840.38,1378.14,1.2,NIFTY50_PORTFOLIO,BUY,1407,1356.18,INR
IN001814,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,11-02-2020,1564.29,1620.32,1561.84,1587.09,1535.96,3702948,165352.59,65.2,8.71,3.542,1.598,1775.82,1209.88,0.5,MIDCAP_PORTFOLIO,HOLD,407,1412.86,INR
IN000172,TECHM,Tech Mahindra,NSE,TECHNOLOGY,11-02-2020,1337.27,1369.93,1326.57,1337.31,1285.99,1378802,934131.37,22.12,1.1,2.502,1.46,1643.9,1128.23,5.1,NIFTY50_PORTFOLIO,BUY,38,1586.56,INR
IN000226,TECHM,Tech Mahindra,NSE,TECHNOLOGY,11-02-2020,1317.98,1353.68,1203.29,1234.26,1283.3,3656006,1281502.27,68.44,3.28,3.511,1.404,1686.33,943.75,0.5,SECTORAL_PORTFOLIO,HOLD,1929,1470.89,INR
IN002478,BAJFINANCE,Bajaj Finance,NSE,NBFC,12-02-2020,6660.25,7264.87,6651.54,7056.19,6776.97,75437,2211300.9,44.36,3.73,1.056,1.038,9621.88,6252.04,5.1,SECTORAL_PORTFOLIO,BUY,1738,7588.02,INR
IN002490,BAJFINANCE,Bajaj Finance,NSE,NBFC,12-02-2020,7288.14,7420.43,6656.56,6850.87,6851.34,3822311,2115451.74,22.53,4.73,3.711,1.233,7685.47,4466.38,1.2,MIDCAP_PORTFOLIO,BUY,617,5843.55,INR
IN002492,BAJFINANCE,Bajaj Finance,NSE,NBFC,12-02-2020,6765.79,7112.61,6749.52,6997.44,7007.95,4514760,4696165.59,58.4,14.23,1.856,0.98,7814.55,5747.78,0,MIDCAP_PORTFOLIO,BUY,1312,6726.82,INR
IN002510,BAJFINANCE,Bajaj Finance,NSE,NBFC,12-02-2020,6978.34,6985.53,6693.26,6834.86,7036.24,699611,2754797.35,38.25,8.97,2.127,1.707,8687.48,5754.24,2.3,MIDCAP_PORTFOLIO,BUY,1529,6861.31,INR
IN002528,BAJFINANCE,Bajaj Finance,NSE,NBFC,12-02-2020,6810.58,7196.32,6608.87,7095.23,7070.66,1818703,605368.64,44.36,9.04,1.227,1.352,8817.24,5479.92,2.3,SECTORAL_PORTFOLIO,BUY,537,6902.23,INR
IN003235,POWERGRID,Power Grid Corporation,BSE,UTILITIES,12-02-2020,255.34,255.88,235.61,241.65,244.28,2826502,31887.52,45.18,1.37,2.241,0.53,316.38,234.1,0.5,SECTORAL_PORTFOLIO,BUY,1568,295.53,INR
IN003239,POWERGRID,Power Grid Corporation,BSE,UTILITIES,12-02-2020,241.1,243.86,240.83,242.93,236.97,4603837,236366.48,37.63,8,1.529,1.578,283.08,201.38,3.5,NIFTY50_PORTFOLIO,BUY,232,291.15,INR
IN003267,POWERGRID,Power Grid Corporation,BSE,UTILITIES,12-02-2020,257.41,275.24,257.27,269.04,264.11,4081143,79423.99,23.91,6.62,1.968,0.903,347.8,209.63,5.1,MIDCAP_PORTFOLIO,BUY,1996,288.33,INR
IN003315,POWERGRID,Power Grid Corporation,BSE,UTILITIES,12-02-2020,253.18,260.87,252.97,260.58,256.99,4022190,234844.97,45.18,8.54,1.933,1.833,349.87,181.5,3.5,SECTORAL_PORTFOLIO,BUY,54,263.61,INR
IN002831,ULTRACEMCO,UltraTech Cement,BSE,INFRASTRUCTURE,12-02-2020,9749.99,10217.66,9490.57,9928.07,10027.68,3272415,5757915.4,62.24,10.7,3.793,1.225,11251.17,7310.87,0.5,SECTORAL_PORTFOLIO,BUY,1234,10966.55,INR
IN004593,ADANIENT,Adani Enterprises,NSE,CONGLOMERATE,01-03-2020,2712.24,2733,2592.43,2664.71,2755.52,1235749,1465764.67,32.39,5.67,0.682,1.148,3048.18,1814.81,1.2,NIFTY50_PORTFOLIO,SELL,1378,3499.43,INR
IN000008,NESTLEIND,Nestle India,BSE,FMCG,01-03-2020,21746.57,22504.7,21242.63,21746.57,21789.13,1527177,13741724.98,22.28,13.84,2.182,1.532,25791.6,15979.4,2.3,MIDCAP_PORTFOLIO,BUY,1554,25443.72,INR
IN004759,SUNPHARMA,Sun Pharmaceutical,BSE,PHARMACEUTICALS,01-03-2020,1155.42,1171.66,1089.07,1096.6,1123.63,694338,626039.12,50.03,12.64,2.2445,1.698,1495.46,755.88,3.5,MIDCAP_PORTFOLIO,BUY,87,1051.71,INR
IN004789,SUNPHARMA,Sun Pharmaceutical,BSE,PHARMACEUTICALS,01-03-2020,1255.33,1359.59,1228.1,1331.76,1375.75,999505,708542.27,48.77,7.735,1.916,1.95,1409.35,744.77,0,SECTORAL_PORTFOLIO,SELL,1048,1118.8,INR
IN004803,SUNPHARMA,Sun Pharmaceutical,BSE,PHARMACEUTICALS,01-03-2020,1220.88,1321.04,1211.52,1305.44,1293.01,3615450,864950.05,20.48,1.29,1.283,0.514,1586.88,844.61,1.2,NIFTY50_PORTFOLIO,SELL,661,1264.95,INR
IN004828,SUNPHARMA,Sun Pharmaceutical,BSE,PHARMACEUTICALS,01-03-2020,1244.93,1267.06,1180.68,1214.12,1238.02,2466577,911458.1,53.23,1.92,0.122,1.247,1366.29,1031.29,1.2,SECTORAL_PORTFOLIO,BUY,1046,1279.09,INR
IN004866,SUNPHARMA,Sun Pharmaceutical,BSE,PHARMACEUTICALS,01-03-2020,1225.85,1307.66,1193.95,1291.51,1292.62,3780278,262407.63,21.79,4.8,3.034,1.687,1494.65,1061.43,0.5,MIDCAP_PORTFOLIO,BUY,299,1056.14,INR
IN004874,SUNPHARMA,Sun Pharmaceutical,BSE,PHARMACEUTICALS,01-03-2020,1254.17,1268.26,1216.76,1228.95,1244,2435816,990818.19,27.81,13.87,3.312,0.552,1607.35,1002.92,3.5,NIFTY50_PORTFOLIO,BUY,1710,1049.56,INR
IN003898,TITAN,Titan Company,BSE,CONSUMER GOODS,01-03-2020,3295.01,3320.05,3180.46,3263.29,3280.87,3730908,1098023.67,52.35,1.76,1.736,1.155,4167.48,2772.54,2.3,MIDCAP_PORTFOLIO,BUY,935,3688,INR
IN003932,TITAN,Titan Company,BSE,CONSUMER GOODS,01-03-2020,3564.6,3749.25,3470.93,3716.58,3641.25,4956041,2264043.59,73.17,14.99,0.818,0.525,3717.65,2126.32,0.5,SECTORAL_PORTFOLIO,SELL,1744,3971.38,INR
IN001513,HDFCBANK,HDFC Bank,NSE,FINANCE,02-03-2020,1561.54,1627.59,1545.58,1589.77,1529.39,2304386,284151.04,41.99,9.16,1.887,0.492,1682.53,1428.68,0.5,SECTORAL_PORTFOLIO,HOLD,1001,1252.46,INR
IN001514,HDFCBANK,HDFC Bank,NSE,FINANCE,02-03-2020,1520.26,1601.53,1495.9,1582.62,1577.34,3003787,1573279.3,27.66,8.14,0.216,0.911,2085.62,1299.17,1.2,SECTORAL_PORTFOLIO,BUY,1010,1639.7,INR
IN001804,HDFCBANK,HDFC Bank,NSE,FINANCE,02-03-2020,1652.43,1752.83,1614.11,1713.27,1655.44,2684995,194532.71,18.35,12.48,1.979,0.851,1786.32,1169.12,0,MIDCAP_PORTFOLIO,BUY,816,1522.73,INR
IN001745,MARUTI,Maruti Suzuki,BSE,AUTOMOBILE,02-03-2020,9945.96,10554.22,9779.01,10542.07,10897.44,2202689,5999384.85,68.63,9.97,1.369,0.972,13013.85,9465.3,1.2,MIDCAP_PORTFOLIO,BUY,514,9964.01,INR
IN004107,POWERGRID,Power Grid Corporation,BSE,UTILITIES,02-03-2020,244.1,261.32,243.85,256.31,259.57,3993347,79086.18,77.81,10.82,1.9755,1.42,337.84,225.01,3.5,SECTORAL_PORTFOLIO,HOLD,1708,299.56,INR
IN000289,SUNPHARMA,Sun Pharmaceutical,BSE,PHARMACEUTICALS,02-03-2020,1211.61,1212.84,1158.85,1175.57,1164.51,4544380,1016946.44,67.69,10.08,1.077,1.717,1577.75,1010.44,0.5,MIDCAP_PORTFOLIO,HOLD,516,1290.06,INR
IN004175,TECHM,Tech Mahindra,NSE,TECHNOLOGY,02-03-2020,1300.24,1356.2,1299.25,1345.39,1304.03,1992781,823007.73,76.05,5.65,0.102,1.164,1396.71,819.45,0.5,SECTORAL_PORTFOLIO,HOLD,1921,1329.39,INR
IN004178,TECHM,Tech Mahindra,NSE,TECHNOLOGY,02-03-2020,1310.37,1325.57,1303.64,1319.82,1356.94,2852196,329356.89,12.92,8.98,1.9,0.928,1617.49,1028.35,0,SECTORAL_PORTFOLIO,BUY,208,1305.01,INR
IN002792,ICICIBANK,ICICI Bank,NSE,FINANCE,03-03-2020,922.47,949.47,911.18,924.77,927.32,4861178,564053.15,11.71,1.73,0.463,0.62,1096.69,581.76,5.1,NIFTY50_PORTFOLIO,SELL,455,1031.4,INR
IN002806,ICICIBANK,ICICI Bank,NSE,FINANCE,03-03-2020,961.62,1032.86,954.8,961.62,1028.04,466793,483004.7,69.05,9.13,1.223,1.009,1009.13,875.24,3.5,NIFTY50_PORTFOLIO,BUY,87,1020.16,INR
IN002807,ICICIBANK,ICICI Bank,NSE,FINANCE,03-03-2020,991.27,999.94,968.25,976.73,955.14,4931839,620284.35,54.75,5.56,2.301,0.882,1084.47,647.29,2.3,SECTORAL_PORTFOLIO,BUY,1418,788.91,INR
IN002905,ICICIBANK,ICICI Bank,NSE,FINANCE,03-03-2020,972.3,972.3,959.84,967.78,994.39,3776568,368032.46,20.47,1.79,3.392,0.935,1276.8,596.21,5.1,NIFTY50_PORTFOLIO,BUY,1121,748.27,INR
IN002916,ICICIBANK,ICICI Bank,NSE,FINANCE,03-03-2020,912.96,913.35,888.48,896.12,880.1,3442569,62748.76,46.2,11.74,2.087,0.686,1299.92,617.34,0.5,NIFTY50_PORTFOLIO,BUY,776,939.61,INR
IN001557,TITAN,Titan Company,BSE,CONSUMER GOODS,03-03-2020,3325.01,3456.05,3254.76,3398.12,3481.9,4805576,1066110.13,44.08,6.01,0.706,1.123,4143.47,3117.57,1.2,MIDCAP_PORTFOLIO,SELL,1668,3175.83,INR
IN003022,RELIANCE,Reliance Industries,NSE,ENERGY,04-03-2020,2105.49,2135.27,1912.09,1961.16,1933.71,1532777,1884541.29,17.77,1.71,2.047,0.487,2946.25,1633.79,3.5,NIFTY50_PORTFOLIO,HOLD,1574,1978.62,INR
IN003031,RELIANCE,Reliance Industries,NSE,ENERGY,04-03-2020,2167.91,2213.85,2126.46,2156.61,2181.32,2577234,409652.52,30.74,5.96,1.147,1.985,2876.78,1471.19,2.3,NIFTY50_PORTFOLIO,HOLD,1709,2106.69,INR
IN003081,RELIANCE,Reliance Industries,NSE,ENERGY,04-03-2020,2112.55,2209.66,2072.05,2112.55,2186.77,4893499,411346.33,23.99,8.42,2.454,1.144,2544.68,1749.44,3.5,SECTORAL_PORTFOLIO,BUY,1729,1889.17,INR
IN003126,RELIANCE,Reliance Industries,NSE,ENERGY,04-03-2020,2175,2269.88,2122.04,2232.51,2280.96,65090,1984977.77,60.37,13.12,1.537,1.954,2353.6,2056.04,5.1,NIFTY50_PORTFOLIO,HOLD,609,1970.84,INR
IN004254,TCS,Tata Consultancy Services,NSE,TECHNOLOGY,04-03-2020,3673.7,3990.92,3625.48,3915.46,3783.28,4249620,1140045.72,43.14,2.91,3.256,1.126,4316.93,2660.81,0,NIFTY50_PORTFOLIO,BUY,767,3212.5,INR
IN003303,TECHM,Tech Mahindra,NSE,TECHNOLOGY,04-03-2020,1280.35,1283.53,1256.02,1280.85,1328.53,2975626,913530.5,62.63,6.86,2.44,1.289,1553.68,895.71,0,NIFTY50_PORTFOLIO,SELL,1528,1619.64,INR
IN001538,TECHM,Tech Mahindra,NSE,TECHNOLOGY,06-03-2020,1249.04,1316.77,1243.03,1307.06,1302.92,2345312,517407.44,27.86,10.77,1.614,0.742,1553.83,1231.77,1.2,SECTORAL_PORTFOLIO,HOLD,1249,1496.96,INR
IN001559,TECHM,Tech Mahindra,NSE,TECHNOLOGY,06-03-2020,1350.25,1389.86,1300.51,1322.92,1326.54,2821195,884306.5,12.96,14.14,1.079,1.556,1393.07,1065.93,2.3,MIDCAP_PORTFOLIO,BUY,1600,1324.17,INR
IN001564,TECHM,Tech Mahindra,NSE,TECHNOLOGY,06-03-2020,1346.64,1355.71,1338.69,1342.27,1371.39,2020222,661623.79,48.23,8.52,2.517,1.542,1599.48,877.63,3.5,MIDCAP_PORTFOLIO,BUY,892,1428.17,INR
