trade_id,ticker,company_name,exchange,sector,trade_date,open_price_inr,high_price_inr,low_price_inr,close_price_inr,prev_close_inr,volume,market_cap_cr,pe_ratio,pb_ratio,dividend_yield,beta,52w_high_inr,52w_low_inr,nifty50_weight,portfolio,analyst_rating,shares_held,purchase_price_inr,currency,broker_notes,data_feed
IN003165,ADANIENT,Adani Enterprises,NSE,Conglomerate,2022-01-19,2832.33,2891.53,2770.24,2863.17,2779.36,4018024.0,237897.19,72.81,5.5,0.444,0.413,3797.67,1891.5,5.1,Nifty50_Portfolio,Buy,70.0,3355.78,INR,,
IN002973,ICICIBANK,ICICI Bank,NSE,Banking,2022-01-10,934.01,941.0,888.41,891.47,860.89,1018511.0,117672.32,33.92,10.78,3.29,,1308.49,792.96,1.2,Sectoral_Portfolio,Strong Buy,1994.0,1020.29,INR,,
IN001439,ADANIENT,Adani Enterprises,NSE,Conglomerate,2023-06-14,2827.4,2908.02,2659.16,2693.7,2660.31,4200289.0,385047.44,24.23,3.89,1.994,1.824,2971.95,2482.67,2.3,Midcap_Portfolio,,1303.0,3393.19,INR,,
IN000180,SBIN,State Bank of India,NSE,Banking,2022-11-14,623.31,654.92,608.44,638.22,655.73,3472334.0,95081.24,22.41,7.65,1.212,1.017,632.04,382.75,3.5,Sectoral_Portfolio,Hold,1135.0,488.82,INR,,
IN001129,AXISBANK,Axis Bank,BSE,Banking,2024-05-24,1057.81,1083.5,1022.96,1038.42,1074.89,990071.0,,,4.88,2.347,1.722,1466.35,1026.87,5.1,Sectoral_Portfolio,Hold,1331.0,1170.45,INR,,
IN000080,WIPRO,Wipro,BSE,Technology,2021-05-20,495.49,506.19,461.25,,471.93,1104044.0,218389.62,58.9,6.3,0.27,1.44,622.36,406.93,1.2,Sectoral_Portfolio,hold,420.0,604.45,INR,,
  IN002585  ,POWERGRID,Power Grid Corporation,BSE,Utilities,2020-12-31,247.84,251.92,240.1,245.52,253.89,818717.0,158568.21,73.24,9.8,1.985,0.9,300.51,213.52,0.5,Sectoral_Portfolio,Strong Buy,29.0,217.75,INR,,
IN001910,WIPRO,Wipro,BSE,Technology,2020-02-05,509.26,527.84,500.58,521.31,505.19,2983974.0,135461.46,11.97,10.62,3.386,0.892,635.7,310.89,5.1,Sectoral_Portfolio,Sell,250.0,595.06,INR,,
IN002772,MARUTI,Maruti Suzuki,BSE,Automobile,2021-06-29,9877.01,9896.55,9497.77,9623.91,9919.16,405917.0,5803171.16,43.73,3.8,3.908,0.933,13808.28,8261.72,3.5,Nifty50_Portfolio,Hold,694.0,11317.04,INR,,
IN004873,LT,Larsen & Toubro,NSE,Infrastructure,2023-07-18,3337.93,3386.41,3126.91,3222.72,3277.37,1460997.0,916228.24,35.59,7.41,2.551,0.912,4013.02,2374.18,3.5,Nifty50_Portfolio,Hold,1008.0,3311.16,INR,,
IN003104,NTPC,NTPC Limited,NSE,Utilities,2021-07-15,362.2,386.56,351.82,,368.28,,72401.8,41.91,10.34,2.837,1.151,402.51,305.97,,Sectoral_Portfolio,Hold,1201.0,270.19,INR,,
IN002946,KOTAKBANK,Kotak Mahindra Bank,NSE,Banking,2022-09-08,1741.21,1809.66,1691.26,1799.6,1752.06,2146358.0,850830.35,10.92,5.62,,0.713,2060.47,1138.42,0.0,Midcap_Portfolio,Hold,1886.0,1797.7,INR,,
IN000200,HCLTECH,HCL Technologies,NSE,Technology,2021-11-26,1526.14,1634.43,1510.07,,1631.67,,574201.51,,2.82,1.681,1.362,1603.95,1361.45,3.5,Sectoral_Portfolio,Buy,763.0,1704.27,INR,,
IN002136,ASIANPAINT,Asian Paints,BSE,Consumer Goods,2022-01-31,3053.91,3257.27,3046.87,3254.22,3264.16,2839813.0,729644.37,22.91,10.84,3.036,1.749,3875.93,2804.13,0.0,Sectoral_Portfolio,Underperform,456.0,3162.7,INR,,
IN000280,SUNPHARMA,Sun Pharmaceutical,BSE,Pharma,2022-04-15,1151.39,1158.83,1086.61,1092.83,1111.05,4603353.0,932264.87,76.98,8.72,,0.673,1441.33,933.88,0.0,Nifty50_Portfolio,Hold,1604.0,1444.73,INR,,
IN000908,TCS,Tata Consultancy Services,NSE,Technology,2022-08-22,3618.94,3720.8,3340.75,3386.8,3322.71,3716631.0,3148607.01,15.4,10.37,2.419,,3892.49,3290.02,2.3,Nifty50_Portfolio,Sell,509.0,3603.7,INR,,
IN003409,HINDUNILVR,Hindustan Unilever,NSE,FMCG,2024-01-30,2507.61,2534.2,2351.22,2408.42,2442.12,1935149.0,1892593.93,33.87,1.52,0.291,0.807,2861.9,1750.77,3.5,Sectoral_Portfolio,Hold,1694.0,2789.56,INR,,
IN001145,KOTAKBANK,Kotak Mahindra Bank,NSE,Banking,2021-10-22,1790.17,1847.18,1785.65,1805.41,1859.01,241994.0,997529.7,41.23,12.86,,1.205,2468.95,1573.27,3.5,Nifty50_Portfolio,Buy,602.0,2089.44,INR,,
IN000427,HCLTECH,HCL Technologies,NSE,Technology,2020-08-17,1508.15,1559.73,1482.78,1517.13,1572.66,4352689.0,980885.3,63.21,,1.579,1.116,2054.65,1403.18,0.0,Sectoral_Portfolio,Sell,1224.0,1309.47,INR,,
IN001205,RELIANCE,Reliance Industries,NSE,Energy,2021-12-27,2237.93,2351.26,2182.36,2301.13,2328.96,1039950.0,2158147.11,,6.0,2.497,0.532,2778.82,1437.34,,Nifty50_Portfolio,Buy,1492.0,1833.01,INR,,
IN001455,SBIN,State Bank of India,NSE,Banking,2023-12-01,588.47,593.81,569.19,580.26,587.22,67192.0,580578.66,54.26,10.4,0.272,0.568,638.0,428.05,0.0,Nifty50_Portfolio,Buy,1016.0,453.88,INR,,
IN002679,INFY,Infosys,NSE,Technology,2020-12-15,1491.23,1526.44,1462.97,1510.64,1538.49,3336291.0,1436829.81,62.84,9.22,2.119,0.91,1668.33,1324.4,5.1,Nifty50_Portfolio,Buy,142.0,1868.72,INR,,
IN002928,BAJFINANCE,Bajaj Finance,NSE,NBFC,2021-09-13,6869.43,7391.48,6731.2,7292.7,7188.99,1505505.0,3423400.78,,3.39,1.03,0.438,9683.89,5432.18,2.3,Midcap_Portfolio,Underperform,1765.0,7411.43,INR,,
IN002214,BAJFINANCE,Bajaj Finance,NSE,NBFC,2020-04-01,7147.81,7259.54,7026.25,7184.13,7041.12,3814862.0,3063798.64,71.69,12.13,0.768,1.99,8249.21,6031.99,0.5,Midcap_Portfolio,Buy,954.0,6033.58,INR,,
IN000158,ONGC,Oil & Natural Gas Corp,NSE,Energy,2023-09-11,283.83,289.12,280.5,288.84,296.88,,,78.27,12.13,3.445,1.398,376.24,265.23,1.2,Midcap_Portfolio,Sell,1648.0,254.49,INR,,
IN002493,ULTRACEMCO,UltraTech Cement,BSE,Infrastructure,2021-01-25,9027.21,9030.44,8380.72,,8881.87,551213.0,8124916.64,,5.99,2.191,1.625,10541.63,6665.57,3.5,Sectoral_Portfolio,Strong Buy,239.0,7891.03,INR,,
IN004177,AXISBANK,Axis Bank,BSE,Banking,2023-01-04,1137.55,1157.86,1097.99,,1114.76,2151762.0,86129.53,19.62,5.14,2.796,0.688,1364.63,883.42,0.5,Midcap_Portfolio,,-424.0,1310.53,INR,,
IN004577,TITAN,Titan Company,BSE,Consumer Goods,2021-07-16,3447.07,3549.91,3148.88,,3195.69,564190.0,1164353.28,68.08,2.23,0.509,0.703,4012.55,2757.23,0.0,Nifty50_Portfolio,Strong Buy,447.0,3425.27,INR,,
IN004151,ntpc,NTPC Limited,NSE,Utilities,2023-03-27,338.66,346.98,331.59,337.87,344.59,3525999.0,269470.78,,7.06,1.009,1.003,476.39,232.74,3.5,Sectoral_Portfolio,,1914.0,347.75,INR,,
IN000229,ONGC,Oil & Natural Gas Corp,NSE,Energy,2024-10-16,269.88,271.52,259.66,0.0,263.17,4411758.0,166420.13,76.23,2.45,2.67,0.801,329.25,233.29,3.5,Midcap_Portfolio,Strong Buy,272.0,243.71,INR,,
IN003201,NTPC,NTPC Limited,NSE,Utilities,2022-02-01,333.33,336.98,332.41,332.8,335.73,2231765.0,144429.12,13.2,5.59,0.499,0.776,421.47,253.32,5.1,Sectoral_Portfolio,Buy,607.0,435.95,INR,,
IN000927,POWERGRID,Power Grid Corporation,BSE,Utilities,2020-10-08,245.65,253.69,241.32,251.81,243.08,1273335.0,172573.37,39.79,12.83,0.087,1.13,295.53,217.04,0.5,Midcap_Portfolio,Hold,1101.0,262.85,INR,,
IN004296,hcltech,HCL Technologies,NSE,Technology,2020-12-14,1570.73,1610.77,1493.83,1528.08,1472.05,4616598.0,347759.9,59.74,5.94,,1.95,1850.06,1009.98,3.5,Sectoral_Portfolio,Buy,1689.0,1679.7,INR,,
IN001621,TECHM,Tech Mahindra,NSE,Technology,2024-06-21,1326.12,1359.51,1323.6,1340.02,1334.13,1794270.0,1119159.21,67.78,,1.913,1.835,1412.12,929.21,0.5,Sectoral_Portfolio,Buy,1583.0,1351.37,INR,,
IN000030,ADANIENT,Adani Enterprises,NSE,Conglomerate,2022-03-14,2753.99,2807.41,2584.38,2658.85,2756.97,4889089.0,1370332.79,53.91,9.02,3.418,1.801,3257.8,2111.19,5.1,Midcap_Portfolio,Hold,1525.0,3439.91,INR,,
IN004014,KOTAKBANK,Kotak Mahindra Bank,NSE,Banking,2022-06-24,1808.75,1823.01,1743.57,1765.95,1835.54,472192.0,1511259.31,15.1,3.52,2.332,1.799,2487.59,1245.01,0.5,Midcap_Portfolio,,874.0,1960.52,INR,,
IN001056,HDFCBANK,HDFC Bank,NSE,Banking,2024-07-25,1677.73,1723.1,1646.59,1662.38,1717.63,3004964.0,956061.69,,11.52,0.514,1.189,2043.11,1350.5,2.3,Nifty50_Portfolio,Strong Buy,573.0,1472.59,INR,,
IN004003,TECHM,Tech Mahindra,NSE,Technology,2023-01-26,1289.64,1357.6,1269.35,1339.52,1302.86,3422668.0,817828.95,42.3,7.36,2.624,1.745,1406.23,918.09,0.0,Nifty50_Portfolio,Buy,1739.0,1084.58,INR,,
IN000469,AXISBANK,Axis Bank,BSE,Banking,2023-04-04,1065.81,1085.49,1009.38,1016.62,1017.87,1712132.0,194259.89,25.03,12.6,2.541,0.794,1388.76,880.29,2.3,Sectoral_Portfolio,Buy,524.0,1054.09,INR,,
IN002158,ASIANPAINT,Asian Paints,BSE,Consumer Goods,2023-10-06,2938.63,3025.64,2815.27,2890.53,2862.7,4036808.0,,50.39,14.46,1.688,0.872,3641.18,2283.17,1.2,Sectoral_Portfolio,Strong Buy,39.0,2360.46,INR,,
IN000671,HCLTECH,HCL Technologies,NSE,Technology,2021-05-05,1502.74,1607.05,1485.21,1564.47,1551.44,797111.0,710678.88,47.65,11.37,0.92,0.6,2082.98,1099.91,0.5,Sectoral_Portfolio,Strong Buy,246.0,1751.35,INR,,
IN004344,SUNPHARMA,Sun Pharmaceutical,BSE,Pharma,2023-12-08,1152.63,1203.48,1122.21,1190.32,1234.0,2434408.0,357467.29,9.89,13.45,,0.871,1673.74,1066.9,0.0,Midcap_Portfolio,Hold,594.0,1115.44,INR,,
IN004155,ULTRACEMCO,UltraTech Cement,BSE,Infrastructure,2020-10-22,9281.15,9488.3,9043.89,9192.4,9283.72,4993424.0,7197448.8,,1.39,3.463,0.451,10718.57,8805.5,0.0,Nifty50_Portfolio,Buy,1057.0,11700.41,INR,,
IN001483,HCLTECH,HCL Technologies,NSE,technology,2023-09-22,1458.23,1492.65,1343.06,1358.21,1369.88,4791102.0,1197304.82,8.8,3.52,1.587,,2077.29,901.42,0.5,Midcap_Portfolio,Strong Buy,287.0,1371.48,INR,,
IN001428,LT,Larsen & Toubro,NSE,Infrastructure,2023-12-07,3041.64,3248.11,2989.17,3217.68,3114.18,714257.0,1541946.33,35.65,13.12,0.361,1.725,3955.79,2850.21,2.3,Nifty50_Portfolio,Underperform,1528.0,3093.82,INR,,
IN003025,TITAN,Titan Company,BSE,Consumer Goods,2022-11-08,3397.72,3496.03,3229.08,3301.81,3320.46,2130350.0,508729.21,53.61,14.23,0.033,1.319,4072.9,3052.92,1.2,Sectoral_Portfolio,Strong Buy,1058.0,3354.43,INR,,
IN002611,ULTRACEMCO,UltraTech Cement,BSE,Infrastructure,2020-10-27,9716.1,9827.44,8994.03,9248.04,8879.98,4550827.0,2463686.23,61.11,9.72,2.658,0.451,10568.64,7775.81,1.2,Sectoral_Portfolio,Strong Buy,81.0,8608.9,INR,,
IN000152,nestleind,Nestle India,BSE,FMCG,2023-11-20,21876.49,22395.64,21198.1,21786.06,21270.1,1387719.0,15780230.32,17.8,6.76,2.318,1.016,30344.61,13753.52,5.1,Nifty50_Portfolio,Underperform,601.0,23842.16,INR,,
IN000656,BAJFINANCE,Bajaj Finance,NSE,NBFC,2020-12-28,6956.72,7483.2,6832.22,7283.54,7462.43,3979934.0,1634674.9,51.81,11.28,2.857,0.849,8529.84,5745.54,5.1,Nifty50_Portfolio,Buy,1314.0,5622.33,INR,,
IN002804,NESTLEIND,Nestle India,BSE,FMCG,2023-07-03,20968.95,21508.04,19715.55,19771.49,19034.21,516901.0,18401910.87,23.87,7.8,3.305,1.714,25706.88,16888.39,2.3,Sectoral_Portfolio,Buy,295.0,22447.8,INR,,
IN002518,ONGC,Oil & Natural Gas Corp,NSE,Energy,2022-07-26,277.86,282.34,260.8,268.83,259.08,3024540.0,264560.03,65.02,,3.893,1.658,378.89,209.05,0.5,Nifty50_Portfolio,Buy,1859.0,321.54,INR,,
IN000241,HCLTECH,HCL Technologies,NSE,PHARMA,2020-02-07,1494.18,1634.78,1472.01,1595.63,1629.92,3145506.0,377534.29,14.22,1.31,3.226,0.588,1894.89,1293.66,1.2,Nifty50_Portfolio,Hold,338.0,1575.11,INR,,
IN000625,SBIN,State Bank of India,NSE,Banking,2023-09-06,578.38,592.55,531.69,542.88,534.82,2973733.0,211770.65,34.34,11.83,3.073,1.463,778.95,420.12,0.5,Midcap_Portfolio,Buy,906.0,585.11,INR,,
IN004054,ULTRACEMCO,UltraTech Cement,BSE,Infrastructure,2023-07-18,9771.39,10593.05,9634.87,10442.03,10262.78,4246323.0,3163174.49,61.54,3.53,0.35,0.86,10214.01,7330.02,3.5,Sectoral_Portfolio,Buy,1678.0,8856.08,INR,,
IN004101,TITAN,Titan Company,BSE,Consumer Goods,2020-11-26,3472.73,3552.7,3369.08,3389.08,3431.07,2959081.0,3250018.65,,11.08,0.773,1.99,3910.86,2291.18,3.5,Nifty50_Portfolio,Buy,974.0,3562.81,INR,,
IN000334,ASIANPAINT,Asian Paints,BSE,Consumer Goods,2021-03-25,3142.61,3218.06,3078.06,3213.75,3135.26,3013310.0,2901358.94,69.72,5.14,,1.326,3919.96,2152.34,1.2,Midcap_Portfolio,,663.0,2634.63,INR,,
IN004048,ULTRACEMCO,UltraTech Cement,BSE,Infrastructure,2021-08-24,9622.0,9768.32,8846.11,8958.98,8688.17,3540439.0,7333129.81,75.48,3.5,2.852,1.697,12497.15,6638.97,5.1,Nifty50_Portfolio,,1763.0,9442.46,INR,,
IN004464,NESTLEIND,Nestle India,BSE,FMCG,2023-08-22,22582.73,23043.89,21045.18,21692.5,21824.45,2600047.0,14420811.1,37.34,1.15,1.884,1.512,26404.35,13977.14,0.0,Sectoral_Portfolio,Hold,14.0,26455.53,INR,,
IN003258,ONGC,Oil & Natural Gas Corp,NSE,Energy,2024-03-06,279.63,282.42,269.77,270.99,269.95,1883733.0,145011.02,18.92,8.55,1.847,1.752,332.73,168.17,3.5,Sectoral_Portfolio,Buy,1968.0,283.15,INR,,
IN000169,KOTAKBANK,Kotak Mahindra Bank,NSE,Banking,2023-01-09,1857.9,1870.87,1811.27,1849.79,1851.61,,1493392.23,68.68,11.8,1.952,1.295,2253.19,1582.23,5.1,Sectoral_Portfolio,Strong Buy,1636.0,2164.05,INR,,
IN003117,NTPC,NTPC Limited,NSE,Utilities,2021-01-26,335.19,346.82,331.0,343.85,337.2,1224453.0,264104.09,22.38,13.15,3.596,,377.88,259.18,2.3,Sectoral_Portfolio,Hold,283.0,390.49,INR,,
IN004529,ADANIENT,Adani Enterprises,NSE,Conglomerate,2023-11-30,2904.89,3111.81,2868.12,,3166.08,3199068.0,2674793.17,43.28,4.15,0.298,1.637,3742.51,2246.39,0.5,Midcap_Portfolio,Buy,468.0,2712.23,INR,,
IN004553,ADANIENT,Adani Enterprises,NSE,Conglomerate,2024-07-03,2816.65,2823.16,2760.31,2822.19,2726.68,4981029.0,2263207.52,40.1,10.32,2.744,1.996,3750.62,2006.47,0.0,Nifty50_Portfolio,Hold,1404.0,2966.13,INR,,
IN000600,TITAN,Titan Company,BSE,Consumer Goods,2024-08-15,3495.9,3589.22,3351.44,3389.2,3472.88,3814139.0,1215641.15,42.25,6.43,2.843,0.949,4548.67,2696.36,0.0,Nifty50_Portfolio,Strong Buy,1304.0,2997.04,INR,,
IN000297,NTPC,NTPC Limited,NSE,,2020-01-01,339.52,360.17,336.91,359.82,363.53,4284595.0,275329.41,,,0.474,0.467,433.8,265.42,3.5,Midcap_Portfolio,Buy,347.0,302.51,INR,,
IN002292,TITAN,Titan Company,BSE,Consumer Goods,2020-10-15,3289.21,3350.48,3218.23,3271.97,3197.6,518147.0,2906497.85,25.4,5.52,1.889,,4167.98,2991.05,3.5,Sectoral_Portfolio,Strong Buy,966.0,3152.44,INR,,
IN001715,TCS,Tata Consultancy Services,NSE,Technology,2020-01-23,3500.7,3584.1,3461.43,3521.88,3467.07,2631727.0,1993569.6,78.35,,1.201,1.226,4341.63,3043.43,0.0,Nifty50_Portfolio,Buy,1020.0,3838.62,INR,,
IN004649,ADANIENT,Adani Enterprises,NSE,Conglomerate,2020-05-18,2697.87,2717.04,2571.72,2637.09,2622.23,1336844.0,1657125.42,68.86,7.47,3.296,,3645.76,2079.24,5.1,Midcap_Portfolio,Strong Buy,347.0,2209.24,INR,,
IN004975,ICICIBANK,ICICI Bank,NSE,Banking,2022-01-17,930.5,956.17,892.77,911.13,946.99,,336709.17,43.58,13.02,3.55,0.856,1079.72,854.31,3.5,Sectoral_Portfolio,Sell,128.0,985.11,INR,,
IN004482,POWERGRID,Power Grid Corporation,BSE,Utilities,2023-10-18,253.02,265.93,251.59,261.93,252.07,4960691.0,247786.79,77.68,,1.925,1.942,276.6,180.39,1.2,Sectoral_Portfolio,Hold,1388.0,252.46,INR,,
IN003361,HDFCBANK,HDFC Bank,NSE,Banking,2020-04-13,1538.67,1601.91,1508.17,1558.89,1541.82,2481164.0,1526407.4,72.81,8.83,1.051,,2190.61,1112.76,5.1,Sectoral_Portfolio,Sell,1705.0,1737.78,INR,,
IN001175,AXISBANK,Axis Bank,BSE,Banking,2022-01-26,1047.84,1068.62,987.47,1000.64,995.06,3876800.0,607954.26,76.58,3.97,3.932,0.628,1405.89,794.19,5.1,Nifty50_Portfolio,,1767.0,1196.97,INR,,
IN004918,ICICIBANK,ICICI Bank,NSE,Banking,2023-09-18,905.24,932.06,888.85,905.44,894.29,913356.0,90366.27,22.96,13.3,3.001,0.639,1130.19,828.47,0.5,Midcap_Portfolio,Buy,1740.0,825.53,INR,,
IN003865,POWERGRID,Power Grid Corporation,BSE,Utilities,2024-05-02,237.84,238.31,218.77,223.46,214.88,3786320.0,114880.52,55.49,10.03,0.79,0.993,264.66,207.83,5.1,Midcap_Portfolio,--,1901.0,304.51,INR,,
IN000811,BAJFINANCE,Bajaj Finance,NSE,NBFC,2022-11-29,6886.12,7119.73,6805.11,6998.74,7167.4,2751126.0,5126367.54,72.65,2.79,,1.311,7891.82,5528.53,5.1,Nifty50_Portfolio,Buy,1675.0,7836.51,INR,,
IN001352,WIPRO,Wipro,BSE,,2022-03-21,515.8,518.11,515.47,516.32,534.22,1826116.0,249249.31,13.11,10.68,,1.916,597.42,459.23,2.3,Nifty50_Portfolio,Buy,40.0,559.63,INR,,
IN001973,powergrid,Power Grid Corporation,BSE,Utilities,2022-08-30,247.58,251.76,244.79,245.49,243.12,4701934.0,77278.41,37.92,13.93,2.769,1.069,271.19,168.2,3.5,Nifty50_Portfolio,,1587.0,253.66,INR,,
IN003373,BHARTIARTL,Bharti Airtel,NSE,Telecom,2022-10-31,938.3,953.06,906.45,912.76,917.79,3153940.0,253281.38,24.58,5.35,2.786,0.526,1079.38,728.85,0.0,Nifty50_Portfolio,Strong Buy,1023.0,707.16,INR,,
IN001554,KOTAKBANK,Kotak Mahindra Bank,NSE,Banking,2020-08-10,1855.45,1985.79,1823.51,1969.55,1939.31,4003989.0,1065864.85,53.33,9.01,,1.231,2079.5,1213.23,2.3,Sectoral_Portfolio,Buy,902.0,1351.86,INR,,
IN000554,TCS,Tata Consultancy Services,NSE,Technology,2023-05-18,3612.87,3824.31,3568.49,3732.57,3753.85,3559159.0,253547.5,69.29,12.39,2.873,,4823.82,2611.89,3.5,Midcap_Portfolio,Buy,681.0,4321.98,INR,,
IN001520,HINDUNILVR,Hindustan Unilever,NSE,FMCG,2023-09-06,2513.46,2566.13,2453.42,2456.04,2458.4,1269404.0,1713124.45,52.35,4.14,1.947,1.148,3408.62,1907.07,1.2,Nifty50_Portfolio,Strong Buy,997.0,1976.5,INR,,
IN001877,ADANIENT,Adani Enterprises,NSE,Conglomerate,2022-03-18,2896.79,3028.06,2878.82,2985.6,2915.48,3428329.0,1323574.68,65.12,4.71,1.605,1.241,3204.08,1685.31,0.0,Sectoral_Portfolio,Strong Buy,86.0,2873.79,INR,,
IN001421,LT,Larsen & Toubro,NSE,Infrastructure,2022-05-30,3057.21,3133.63,2952.64,3026.02,3076.5,1543950.0,2705228.86,41.0,9.24,2.046,0.878,4458.38,2069.9,1.2,Midcap_Portfolio,Buy,182.0,3709.93,INR,,
IN004241,LT,Larsen & Toubro,NSE,,2021-03-17,3283.39,3504.05,3211.81,3433.37,3372.42,4897035.0,1404175.58,47.52,8.49,2.678,1.53,3470.42,2176.87,3.5,Midcap_Portfolio,Underperform,261.0,2740.48,INR,,
IN000764,NTPC,NTPC Limited,NSE,Utilities,2024-08-12,352.32,355.05,352.2,354.76,364.38,1512723.0,30707.0,51.38,14.01,,0.509,441.69,281.59,0.0,Midcap_Portfolio,Hold,1815.0,403.75,INR,,
IN002521,ADANIENT,Adani Enterprises,NSE,Conglomerate,2024-04-05,2895.21,3056.72,2854.41,2988.98,2878.33,4919335.0,1559394.17,36.0,,2.656,0.91,3555.53,2447.64,1.2,Nifty50_Portfolio,Sell,1317.0,2951.5,INR,,
IN000722,ONGC,Oil & Natural Gas Corp,NSE,Energy,2022-12-02,278.87,292.97,271.66,292.43,298.56,2972378.0,163380.64,63.34,5.57,1.431,1.101,297.86,194.56,5.1,Nifty50_Portfolio,Buy,1974.0,237.18,INR,,
IN001376,ULTRACEMCO,UltraTech Cement,BSE,Infrastructure,2020-05-19,9380.25,9411.72,8915.89,9166.48,8845.92,1407406.0,2368853.39,67.83,4.87,,1.368,12857.62,5888.46,0.5,Nifty50_Portfolio,Strong Buy,1488.0,11583.68,INR,,
IN000682,bhartiartl,Bharti Airtel,NSE,Telecom,2023-12-08,883.49,884.51,851.09,874.69,865.95,1045549.0,537634.85,47.04,8.08,3.531,0.444,1119.48,557.73,5.1,Midcap_Portfolio,Buy,683.0,907.23,INR,,
IN002233,ASIANPAINT,Asian Paints,BSE,Consumer Goods,2022-08-23,3094.44,3177.87,2906.6,2940.27,3033.54,3252992.0,828071.06,26.75,14.8,3.15,0.913,3962.83,2116.89,0.5,Midcap_Portfolio,Hold,49.0,2463.63,INR,,
IN004327,HDFCBANK,HDFC Bank,NSE,Banking,2022-10-03,1543.78,1587.5,1522.12,1557.87,1582.34,2878538.0,100887.79,42.1,3.58,0.363,1.091,1914.51,1247.72,1.2,Sectoral_Portfolio,Strong Buy,922.0,1740.95,INR,,
IN002916,ICICIBANK,ICICI Bank,NSE,Banking,2022-10-26,912.96,913.35,888.48,896.12,880.1,3442569.0,62748.76,46.2,11.74,2.087,0.686,1299.92,617.34,0.5,Nifty50_Portfolio,Buy,776.0,939.61,INR,,
IN003902,HINDUNILVR,Hindustan Unilever,NSE,FMCG,2024-05-13,2507.01,2509.63,2456.05,2485.11,2485.07,4007684.0,2406490.35,53.64,14.88,1.74,,3236.99,1782.91,3.5,Sectoral_Portfolio,Strong Buy,1567.0,3058.99,INR,,
IN001539,TITAN,Titan Company,BSE,Consumer Goods,2020-10-26,3309.1,3469.74,3221.64,3382.94,3516.54,,2360594.49,50.21,11.89,1.658,1.352,4479.14,2204.08,,Nifty50_Portfolio,Hold,1444.0,3305.17,INR,,
IN002046,HDFCBANK,HDFC Bank,NSE,Banking,2022-08-30,1641.11,1769.42,1602.78,1739.02,1791.73,4199277.0,1209115.98,32.94,2.79,1.122,1.344,1681.55,1229.17,,Sectoral_Portfolio,Buy,1335.0,1770.45,INR,,
IN002068,INFY,Infosys,NSE,Technology,2022-08-11,1570.99,1581.98,1543.81,1570.28,1616.85,4530772.0,"₹289,935 Cr",15.89,,,0.699,1685.84,1081.79,,Sectoral_Portfolio,Sell,622.0,1159.79,INR,,
IN001594,AXISBANK,Axis Bank,BSE,bank,2020-06-10,1076.2,1083.48,1012.27,,1065.59,1818656.0,1055560.63,69.28,4.79,3.856,1.65,1202.61,805.04,0.5,Sectoral_Portfolio,Strong Buy,1259.0,1236.09,INR,,
IN002701,ICICIBANK,ICICI Bank,NSE,Banking,2023-06-15,919.75,956.37,909.21,938.75,923.17,3962637.0,688759.28,20.71,13.15,3.074,1.797,1209.62,890.51,0.0,Nifty50_Portfolio,Buy,321.0,841.56,INR,,
IN000228,HINDUNILVR,Hindustan Unilever,NSE,FMCG,2023-09-25,2544.03,2576.17,2505.5,2543.03,2526.16,1484869.0,1267349.55,39.12,3.72,3.08,0.98,3277.64,1749.66,5.1,Sectoral_Portfolio,Sell,1124.0,2174.83,INR,,
IN003955,BHARTIARTL,Bharti Airtel,NSE,Telecom,2023-06-16,861.31,872.34,840.04,849.62,868.55,2421903.0,522232.3,27.06,,3.531,1.781,1049.89,613.14,5.1,Midcap_Portfolio,Buy,22.0,992.19,INR,,
IN000545,WIPRO,Wipro,BSE,Technology,2020-04-06,512.87,539.86,498.39,530.67,538.98,4952064.0,28752.34,28.25,6.75,3.489,,621.95,454.1,2.3,Nifty50_Portfolio,Hold,1510.0,579.17,INR,,
IN004009,HCLTECH,HCL Technologies,NSE,Technology,2022-03-07,1542.25,1553.28,1516.4,1540.46,1487.35,3734485.0,1023608.47,,,1.646,0.97,1727.41,963.52,0.5,Midcap_Portfolio,Buy,1259.0,1764.01,INR,,
IN003730,HDFCBANK,HDFC Bank,NSE,Banking,2020-12-29,1527.9,1603.55,1497.39,1586.01,1544.77,90856.0,810410.79,78.54,1.99,1.787,1.793,2238.04,1202.67,0.0,Nifty50_Portfolio,Buy,1042.0,1225.14,INR,,
IN003227,TCS,Tata Consultancy Services,NSE,Technology,2022-11-08,3496.78,3544.45,3302.75,3315.95,3249.17,1842148.0,"₹3,278,660 Cr",22.7,8.59,2.766,,4170.33,2508.65,3.5,Midcap_Portfolio,Hold,1009.0,4112.55,INR,,
IN003249,ASIANPAINT,Asian Paints,BSE,Consumer Goods,2020-04-30,3030.18,3107.5,3004.12,3093.01,2977.86,,2412997.1,65.88,13.19,2.548,1.087,4024.87,1842.08,5.1,Nifty50_Portfolio,Underperform,265.0,2458.72,INR,,
IN002165,ULTRACEMCO,UltraTech Cement,BSE,Infrastructure,2021-01-28,9875.94,10676.16,9779.1,10526.61,10813.28,1935113.0,1725016.28,53.74,8.67,1.394,0.621,13058.98,6104.7,0.5,Sectoral_Portfolio,Strong Buy,1414.0,7875.68,INR,,
